internship_id,Date,Time,profile,company,Location,Min Stipend,Max Stipend,Duration,Apply by Date,Education,Skills,Perks,Number of Skills,Number of Perks
2025WSHP7667,9/27/2025,23:10:25,Others,Tisteps Private Limited,Chennai,20000,30000,26,15 October 2025,Unknown,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP7668,9/27/2025,22:32:34,Others,Lasa,Mumbai,5000,7500,26,8 October 2025,Unknown,"Attention to Detail, Creativity, Critical thinking, Sales, Teamwork, Time Management","Certificate, Letter Of Recommendation",6,2
2025WSHP7669,9/21/2025,15:54:23,Tech,Corevia Services Pvt Ltd.,Work from home,1000,1500,26,2 October 2025,Unknown,"Digital Marketing, Effective Communication, Negotiation, Sales Support","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7670,9/27/2025,22:55:29,Tech,Vedanta Foundation,Mumbai,5000,7000,17,10 October 2025,Other,"Effective Communication, Field Work, Marketing, Presentation skills, Public Relations, Teamwork","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP7671,9/27/2025,21:52:28,Others,EstartIndia Private Limited,Delhi,8000,10000,104,4 October 2025,Unknown,"Accounting, English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word","Certificate, Flexible, Letter Of Recommendation, Mentorship",5,4
2025WSHP7672,9/21/2025,16:02:51,Tech,Lead Mines Media,Work from home,0,8000,26,Unknown,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), Kannada Proficiency (Spoken), Kannada Proficiency (Written), Malayalam Proficiency (Spoken), Malayalam Proficiency (Written)","Certificate, Letter Of Recommendation",8,2
2025WSHP7673,9/21/2025,15:35:25,Tech,NDFM Business World Pvt. Ltd.,Work from home,1000,1200,1,Unknown,Professional,"CSS, HTML, JavaScript, jQuery, Node.js, React, React Native, Redux","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7674,9/21/2025,15:38:17,Creative,The Top Percentile,Work from home,20000,250000,26,20 October 2025,Post-Graduate,"Adobe Premiere Pro, Video Editing, Video Making","Certificate, Flexible, Mentorship",3,3
2025WSHP7675,9/27/2025,20:55:59,Sales,Samtek Engineering And GIS Solutions Private Limited,Ghaziabad,0,12000,26,Unknown,Unknown,"Client Relationship, Effective Communication, MS-Excel, Sales","Certificate, Letter Of Recommendation",4,2
2025WSHP7676,9/21/2025,15:28:09,Sales,Zlicc Global Private Limited,Work from home,4500,5000,13,10 October 2025,Unknown,"Database Management System (DBMS), Email Marketing, English Proficiency (Spoken), English Proficiency (Written), LinkedIn Marketing, MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP7677,9/21/2025,14:54:16,Sales,Bridge2job,Work from home,12000,15000,26,19 October 2025,Post-Graduate,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Sales, Sales Management, Sales Strategy","Certificate, Letter Of Recommendation",8,2
2025WSHP7678,9/27/2025,21:05:52,Creative,Rohan Garg,Delhi,4000,5000,17,24 October 2025,Unknown,"Adobe After Effects, Adobe Animate, Canva, Capcut","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP7679,9/27/2025,21:53:46,Creative,Alpixo Group,Gurgaon,10000,10001,26,4 October 2025,Unknown,"Adobe Photoshop, UI & UX Design","Certificate, Flexible, 5 Days A Week",2,3
2025WSHP7680,9/27/2025,21:22:05,Others,RegisterKaro,Gurgaon,0,7000,9,18 October 2025,Unknown,"Accounting, English Proficiency (Spoken), English Proficiency (Written), Financial literacy, Financial Modeling, MS-Excel","Certificate, Letter Of Recommendation",6,2
2025WSHP7681,9/27/2025,22:48:29,Creative,Simplygods Global Private Limited,Navi Mumbai,3000,8000,13,16 October 2025,Post-Graduate,"Content Marketing, Graphic Design, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP7682,9/27/2025,22:49:42,Tech,EzyEV Technologies Private Limited,Aurangabad,15000,18000,13,15 October 2025,Post-Graduate,"Node.js, React","Certificate, Letter Of Recommendation",2,2
2025WSHP7683,9/21/2025,16:14:32,Others,Shri Shankar Sewadham Sansthan,Work from home,0,0,4,Unknown,Unknown,"Critical thinking, English Proficiency (Written), Legal Writing, MS-Office, Research and Analytics","Certificate, Letter Of Recommendation",5,2
2025WSHP7684,9/27/2025,20:26:29,Sales,SuperTails,Bangalore,12000,15000,26,17 October 2025,Unknown,"Effective Communication, Google Sheets, Microsoft 365, MS-Excel",Certificate,4,1
2025WSHP7685,9/27/2025,20:25:33,Sales,Rakesh Trading Company,Bangalore,7500,10000,13,18 October 2025,Post-Graduate,"English Proficiency (Spoken), MS-Office","Certificate, Letter Of Recommendation",2,2
2025WSHP7686,9/21/2025,16:01:22,Others,Certiwisehub,Work from home,2000,2500,4,Unknown,Unknown,"Accounting, Financial literacy, Stock Trading","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP7687,9/21/2025,16:03:03,Tech,EasinAI,Work from home,0,20000,9,Unknown,Unknown,"iOS, JavaScript, Mobile Application Development, React, React Native, Swift, Tailwind CSS, TypeScript","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7688,9/27/2025,21:29:13,Creative,Dhishoom Brands Pvt Ltd,Noida,0,10000,13,15 October 2025,Other,"Adobe Illustrator, Adobe Photoshop, Fashion Designing","Certificate, Letter Of Recommendation",3,2
2025WSHP7689,9/27/2025,21:04:25,Creative,SkillsKraft,Noida,5000,7000,13,25 October 2025,Unknown,"Adobe Photoshop, Photography, Video Editing","Certificate, Letter Of Recommendation",3,2
2025WSHP7690,9/21/2025,16:18:24,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP7691,9/28/2025,9:57:47,Sales,Volibits,Pune,5000,10000,26,12 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word, Recruitment",Certificate,6,1
2025WSHP7692,9/27/2025,22:54:43,Creative,Brego Business,Mumbai,10000,12500,13,10 October 2025,Unknown,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written)","Certificate, 5 Days A Week",3,2
2025WSHP7693,9/21/2025,16:02:40,Creative,Remote StacX Solutions Private Limited,Work from home,10000,20000,26,Unknown,Unknown,"ChatGPT, Claude, Content Editing, Content Marketing, Content Writing, Google Analytics, Google Search Console, Perplexity","Certificate, Letter Of Recommendation, 5 Days A Week",8,3
2025WSHP7694,9/21/2025,15:30:07,Tech,YourKoder OÜ,Work from home,3000,11000,26,10 October 2025,Other,"CSS, HTML, JavaScript, Tailwind CSS, TypeScript","Certificate, Flexible, Letter Of Recommendation, Mentorship",5,4
2025WSHP7695,9/27/2025,22:22:13,Others,Money Making Trading Courses,Thane,5000,8000,13,24 October 2025,Post-Graduate,"Advanced Excel, MS-Excel, Stock Trading","Certificate, Letter Of Recommendation",3,2
2025WSHP7696,9/27/2025,23:12:49,Tech,Jio,Mumbai,0,0,3,14 October 2025,Unknown,"Analytical Thinking, Coordination, Effective Communication, Operations, Risk Assessment, Teamwork, Technical Support",Unknown,7,0
2025WSHP7697,9/27/2025,22:31:57,Creative,Web Dakaar Digital Consultancy LLP,Mumbai,5000,6000,22,Unknown,Unknown,"Digital Marketing, English Proficiency (Written), Google Analytics, Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation",4,2
2025WSHP7698,9/21/2025,15:48:15,Creative,ThetaTreats,Work from home,2000,5000,13,3 October 2025,Unknown,"Canva, Google Docs","Certificate, Flexible, Letter Of Recommendation, Mentorship",2,4
2025WSHP7699,9/27/2025,22:59:59,Sales,BNM Business Solutions LLP,Navi Mumbai,13000,15000,13,6 October 2025,Unknown,"Effective Communication, HLOOKUP, MS-Office, Pivot Table, VLOOKUP",Certificate,5,1
2025WSHP7700,9/21/2025,14:51:23,Others,Eduvizo Edtech Private Limited,Work from home,4000,15000,4,20 October 2025,Other,"Effective Communication, English Proficiency (Spoken), Leadership, Lead Generation, Social Media Marketing","Certificate, Letter Of Recommendation",5,2
2025WSHP7701,9/21/2025,16:03:37,Others,Budding Mariners,Work from home,0,2000,17,Unknown,Unknown,"Algorithms, Canva, Effective Communication, Graphic Design, Interpersonal skills","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP7702,9/28/2025,9:48:28,Others,Spolto,Pune,0,12000,13,22 October 2025,Unknown,"Marketing, Operations, Sales, Team Management","Certificate, Letter Of Recommendation",4,2
2025WSHP7703,9/27/2025,20:19:18,Creative,City Laila,Bangalore,10000,15000,26,25 October 2025,Unknown,"Digital Marketing, Social Media Marketing",Letter Of Recommendation,2,1
2025WSHP7704,9/27/2025,21:31:11,Sales,Hawk Ecommerce,Gurgaon,18000,25000,26,15 October 2025,Other,"Attendance Management, Attention to Detail, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Onboarding, Presentation skills, Recruitment","Certificate, Letter Of Recommendation",8,2
2025WSHP7705,9/27/2025,22:07:22,Sales,Corporate Associates Human Resource Advisory,Noida,2000,5000,26,Unknown,Unknown,"HR Operations, Interview Coordination, Recruitment, Resume screening",Certificate,4,1
2025WSHP7706,9/27/2025,22:41:42,Creative,Prometheus Solutions,Thane,20000,20002,26,18 October 2025,Post-Graduate,"Business Development, Marketing, Sales","Certificate, 5 Days A Week",3,2
2025WSHP7707,9/27/2025,21:13:32,Creative,Nimmi Sharma,Faridabad,10000,15000,13,22 October 2025,Unknown,"Photography, Videography",Flexible,2,1
2025WSHP7708,9/21/2025,16:06:39,Tech,Chamify,Work from home,1500,5000,17,Unknown,Unknown,"Email Marketing, MS-Excel, Social Media Marketing",Unknown,3,0
2025WSHP7709,9/21/2025,15:41:34,Tech,Delhi Book Market,Work from home,12000,14000,17,6 October 2025,Unknown,"APIs, React Native, REST API, UI & UX Design","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP7710,9/27/2025,23:05:39,Others,Finodaya Capital Private Limited,Mumbai,6000,12000,26,2 October 2025,Unknown,"Financial Services, Interpersonal skills, Legal Drafting, Regulatory Affairs, Statutory compliances",Unknown,5,0
2025WSHP7711,9/27/2025,23:00:50,Creative,Purple Patch Studio,Mumbai,3000,6000,9,5 October 2025,Unknown,"Adobe Creative Suite, Canva, Procreate","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP7712,9/21/2025,15:47:21,Creative,Six Sports,Work from home,0,4000,17,4 October 2025,Unknown,"Creative Writing, English Proficiency (Written), WordPress","Certificate, Flexible",3,2
2025WSHP7713,9/21/2025,15:47:02,Tech,Thrive Edge,Work from home,0,7000,13,4 October 2025,Unknown,"English Proficiency (Written), Instagram Marketing, MS-Office, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7714,9/27/2025,20:43:12,Tech,Wiingy Private Limited,Bangalore,38000,45000,17,1 October 2025,Professional,"Business Development, Effective Communication, English Proficiency (Spoken), Interpersonal skills, Networking, Sales Support","Certificate, Letter Of Recommendation",6,2
2025WSHP7715,9/27/2025,21:57:42,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP7716,9/27/2025,20:12:34,Sales,Hiringlabs Business Solutions (HBS),Bangalore,5200,10500,13,24 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Recruitment","Certificate, Letter Of Recommendation",3,2
2025WSHP7717,9/21/2025,15:18:10,Sales,Arachnomesh Technologies Private Limited,Work from home,10001,35000,13,14 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP7718,9/27/2025,21:19:13,Sales,Delius Pharmaceuticals Private Limited,Delhi,5000,10000,26,18 October 2025,Post-Graduate,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Negotiation","Certificate, Letter Of Recommendation",7,2
2025WSHP7719,9/27/2025,21:14:23,Creative,Spicy Tawa (TrueBite Ventures),Ghaziabad,6000,8000,13,22 October 2025,Other,"Display Ads, Market Analysis, Marketing Campaigns, Market research, Research and Analytics, Sales, Sales Management",Certificate,7,1
2025WSHP7720,9/27/2025,22:55:20,Sales,Dynamo Entertainment & Talent Management Private Limited,Mumbai,0,10000,26,10 October 2025,Graduate,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word",Certificate,5,1
2025WSHP7721,9/27/2025,20:20:23,Sales,Zoapi Innovations Private Limited,Bangalore,15000,25000,26,24 October 2025,Unknown,"Cold Calling, Lead Generation","Certificate, Letter Of Recommendation, 5 Days A Week",2,3
2025WSHP7722,9/21/2025,15:31:49,Others,Ratio Ventures LLP,Work from home,0,0,13,9 October 2025,Post-Graduate,"English Proficiency (Spoken), English Proficiency (Written), MS-Office","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",3,4
2025WSHP7723,9/28/2025,10:02:23,Others,AideWiser SolTek,Pune,4000,6000,26,2 October 2025,Post-Graduate,"Creative Thinking, Design Thinking, Effective Communication","Certificate, Letter Of Recommendation",3,2
2025WSHP7724,9/27/2025,22:42:10,Creative,360FPS,Mumbai,100000,120000,13,18 October 2025,Unknown,"Photography, Video Editing, Videography, Video Making","Certificate, Letter Of Recommendation",4,2
2025WSHP7725,9/21/2025,16:18:45,Tech,N1 Clickx,Work from home,4000,53000,13,Unknown,Unknown,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",6,4
2025WSHP7726,9/21/2025,15:57:11,Others,Solvitude,Work from home,1000,1500,1,1 October 2025,Unknown,"Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Proofreading, Voice-over artist","Certificate, Flexible",5,2
2025WSHP7727,9/27/2025,20:59:49,Tech,Socio Labs,Delhi,2000,3000,2,25 October 2025,Unknown,"Effective Communication, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",2,4
2025WSHP7728,9/27/2025,22:00:46,Sales,Times Internet,Gurgaon,14000,15000,26,1 October 2025,Unknown,"CMS (Content Management System), Coordination, Effective Communication, HTML, MS-Excel, SQL",Certificate,6,1
2025WSHP7729,9/27/2025,20:47:55,Creative,Decathlon,Bangalore,0,0,13,Unknown,Unknown,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Effective Communication, Time Management",Unknown,5,0
2025WSHP7730,9/21/2025,15:27:32,Others,Avik Chakraborty,Work from home,0,10000,26,10 October 2025,Unknown,"Effective Communication, Emotional intelligence, English Proficiency (Spoken), Interviewing, Storytelling","Certificate, Flexible, 5 Days A Week",5,3
2025WSHP7731,9/21/2025,15:58:09,Others,Pawzz Foundation,Work from home,1500,15000,2,1 October 2025,Unknown,"Business Analysis, Business Research, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Event Management, Marketing, MS-Office","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7732,9/27/2025,21:44:30,Sales,Signori Armadio,Delhi,10000,15000,26,9 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written)",Unknown,2,0
2025WSHP7733,9/21/2025,14:59:04,Tech,PI TechnoHub,Work from home,5000,35000,9,18 October 2025,Other,"Digital Marketing, Email Marketing, MS-Excel, Social Media Marketing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7734,9/27/2025,23:02:31,Tech,PAC Preschools,Mumbai,2000,3000,13,4 October 2025,Unknown,"Cold Calling, English Proficiency (Spoken), Sales, Social Media Marketing","Certificate, Letter Of Recommendation",4,2
2025WSHP7735,9/27/2025,23:12:19,Others,Nestle,Chennai,0,10000,9,25 December 2025,Unknown,"Business Analysis, Effective Communication, Logistics Management, Problem Solving, Strategy",Certificate,5,1
2025WSHP7736,9/21/2025,15:42:37,Others,Supplybox,Work from home,5000,6000,4,5 October 2025,Other,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Networking","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP7737,9/21/2025,15:34:15,Creative,Avanlo,Work from home,2000,3000,17,8 October 2025,Other,"Branding, English Proficiency (Spoken), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP7738,9/21/2025,15:19:52,Tech,Across The Globe (ATG),Work from home,0,2500,26,13 October 2025,Unknown,"CSS, HTML, JavaScript, MySQL, Node.js, REST API","Certificate, Flexible",6,2
2025WSHP7739,9/21/2025,14:56:02,Tech,Fitness 2020,Work from home,5000,12000,13,19 October 2025,Unknown,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office","Certificate, Flexible, Letter Of Recommendation",4,3
2025WSHP7740,9/28/2025,10:05:10,Tech,Internet Minds,Kolkata,5000,7000,26,26 October 2025,Unknown,"Client Relationship Management (CRM), Effective Communication, Email Management, English Proficiency (Written), MS-Excel, MS-Word","Certificate, Flexible, Letter Of Recommendation",6,3
2025WSHP7741,9/27/2025,22:56:18,Sales,XcellHost Cloud Services Private Limited,Mumbai,5000,10000,13,9 October 2025,Post-Graduate,"Client Relationship Management (CRM), Effective Communication, Lead Generation, MS-Office, Negotiation, Presentation skills","Certificate, Flexible",6,2
2025WSHP7742,9/27/2025,22:31:16,Sales,PatilKaki,Navi Mumbai,9000,10000,26,20 October 2025,Unknown,"Computer skills, Customer Support, Inventory Management, Leadership, Team Management","Certificate, Flexible, Letter Of Recommendation",5,3
2025WSHP7743,9/27/2025,23:00:36,Others,Smt Saraswati Devi Shivkishan Damani Foundation,Mumbai,0,5000,13,5 October 2025,Unknown,"Computer skills, Effective Communication","Certificate, Flexible, 5 Days A Week",2,3
2025WSHP7744,9/27/2025,21:54:35,Creative,Unimonks,Delhi,4000,11000,17,3 October 2025,Unknown,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC","Certificate, Letter Of Recommendation",6,2
2025WSHP7745,9/27/2025,20:33:36,Creative,Tisteps Private Limited,Chennai,30000,40000,26,1 November 2025,Unknown,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Animation, Video Editing","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",5,4
2025WSHP7746,9/21/2025,15:44:25,Sales,Referencified Tech Private Limited,Work from home,0,3000,26,5 October 2025,Professional,"Operations, Sales","Certificate, Flexible, Letter Of Recommendation",2,3
2025WSHP7747,9/21/2025,15:49:26,Creative,Pipe And Sheets Corporation,Work from home,0,3000,13,3 October 2025,Unknown,"Social Media Marketing, Video Editing, Video Marketing",5 Days A Week,3,1
2025WSHP7748,9/27/2025,21:53:22,Others,Buckstrades LLP,Delhi,2000,10000,9,4 October 2025,Graduate,"Derivatives, Equity Research, Financial Modeling, Risk Management, Stock Trading","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP7749,9/21/2025,16:01:35,Creative,X1 Race LLP,Work from home,15000,30000,9,Unknown,Unknown,UI & UX Design,"Certificate, Flexible, Letter Of Recommendation",1,3
2025WSHP7750,9/21/2025,16:05:25,Tech,International Institute Of SDGs & Public Policy Research,Work from home,0,0,17,Unknown,Unknown,"Collaboration, English Proficiency (Spoken), Leadership","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP7751,9/21/2025,15:25:13,Creative,SRI ASRESH RETURNS GIFTS,Work from home,0,1000,9,11 October 2025,Unknown,"Digital Marketing, English Proficiency (Spoken)","Certificate, Letter Of Recommendation",2,2
2025WSHP7752,9/28/2025,9:53:33,Creative,Zapfin Teknologies Private Limited,Pune,8000,10000,26,24 October 2025,Graduate,"Client Interaction, Customer Acquisition, Effective Communication, Generative AI Tools, Interpersonal skills, Lead Generation, MS-Excel, Negotiation",Certificate,8,1
2025WSHP7753,9/27/2025,23:19:33,Sales,Isoftech Inc,Chennai,10000,12000,26,Unknown,Professional,"Effective Communication, Email Management, English Proficiency (Written), MS-Excel","Certificate, Letter Of Recommendation, 5 Days A Week",4,3
2025WSHP7754,9/27/2025,23:05:44,Others,Genesis BCW Private Limited,Mumbai,5000,10000,9,1 October 2025,Unknown,"Business Research, Creative Writing, Effective Communication, English Proficiency (Spoken), MS-Excel, Sales",Certificate,6,1
2025WSHP7755,9/27/2025,22:41:40,Sales,Project Chirag,Mumbai,0,0,9,18 October 2025,Unknown,"Effective Communication, English Proficiency (Spoken), Interpersonal skills, Research and Analytics","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7756,9/27/2025,20:38:48,Sales,StampMyVisa,Mumbai,10000,15000,13,5 October 2025,Post-Graduate,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), HR Policies, Human Resource Information System (HRIS), Human Resources, Interpersonal skills, MS-Excel","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7757,9/21/2025,15:52:47,Creative,"Bditto (London, United Kingdom)",Work from home,0,10000,13,23 October 2025,Unknown,"Adobe Illustrator, Creative Thinking, Creativity, Design Thinking, Figma, Logo Design, Responsive Design, UI & UX Design","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7758,9/27/2025,22:03:01,Others,CS ADV SHARAD RAJWANSHI,Delhi,3000,5000,26,Unknown,Unknown,MS-Office,"Certificate, Flexible",1,2
2025WSHP7759,9/27/2025,20:24:23,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP7760,9/27/2025,23:03:42,Creative,Invex Health,Mumbai,8000,12000,13,9 October 2025,Unknown,"Canva, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Social Media Marketing","Certificate, Letter Of Recommendation",6,2
2025WSHP7761,9/27/2025,21:56:22,Others,Voice Of Healthcare,Gurgaon,0,5000,13,3 October 2025,Unknown,"Effective Communication, Interpersonal skills, Microsoft 365, Research and Analytics",Certificate,4,1
2025WSHP7762,9/27/2025,21:54:43,Tech,Flowboard Technologies Private Limited,Delhi,12000,18000,13,3 October 2025,Unknown,"B2B Sales, Effective Communication, English Proficiency (Spoken), English Proficiency (Written)","Certificate, Letter Of Recommendation",4,2
2025WSHP7763,9/27/2025,20:53:09,Creative,Skillinabox Learning Solutions Private Limited,Noida,10000,15000,17,22 October 2025,Unknown,"Digital Marketing, Instagram Marketing, Scheduling, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation",6,2
2025WSHP7764,9/27/2025,23:05:51,Creative,Shape U Health & Wellness Clinic,Thane,5000,15000,13,1 October 2025,Post-Graduate,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing","Certificate, Letter Of Recommendation",8,2
2025WSHP7765,9/21/2025,15:34:37,Sales,GV Vadivan,Work from home,3000,5000,17,8 October 2025,Unknown,"Digital Marketing, English Proficiency (Written), Report Writing, Research and Analytics","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7766,9/27/2025,20:31:27,Others,Tisteps Private Limited,Chennai,30000,40000,26,5 November 2025,Post-Graduate,"Financial Analysis, Financial planning, Financial Reporting, Financial Services","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",4,4
2025WSHP7767,9/27/2025,21:51:48,Tech,AVM Healthcare Products Private Limited,Delhi,5000,10000,26,5 October 2025,Post-Graduate,"Computer skills, Mechanical & Electrical Product Design",Unknown,2,0
2025WSHP7768,9/27/2025,22:14:38,Sales,Sridhar Nagabandi,Hyderabad,6500,9000,26,16 October 2025,Unknown,"MS-Office, Tally","Certificate, Letter Of Recommendation",2,2
2025WSHP7769,9/21/2025,14:41:23,Creative,Skillbru AI Primate Limited,Jaipur,5000,6000,13,9 October 2025,Unknown,"Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation, 5 Days A Week",5,3
2025WSHP7770,9/27/2025,20:54:15,Creative,D2S Technologies,Delhi,8500,12000,26,19 October 2025,Unknown,"Content Editing, Content Management, Content Marketing, Creative Writing, English Proficiency (Written)",Unknown,5,0
2025WSHP7771,9/21/2025,14:39:27,Creative,Axestrack Software Solutions,Jaipur,10000,15000,26,19 October 2025,Unknown,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW, Video Editing",Unknown,8,0
2025WSHP7772,9/21/2025,16:01:08,Sales,Digidolly,Work from home,0,1000,4,Unknown,Unknown,"Client Relationship Management (CRM), Effective Communication, Interpersonal skills, MS-Excel, Negotiation, Presentation skills, Problem Solving, Sales","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP7773,9/27/2025,23:10:21,Tech,Tisteps Private Limited,Chennai,20000,30000,26,15 October 2025,Unknown,"AngularJS, Bubble.io, CSS, HTML, JavaScript, MongoDB, MySQL, Node.js","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP7774,9/28/2025,9:59:48,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP7775,9/27/2025,22:16:01,Sales,Cosmosamba IT Services Private Limited,Hyderabad,6000,12000,26,11 October 2025,Unknown,"Effective Communication, Hindi Proficiency (Spoken), Sales","Certificate, Flexible, Letter Of Recommendation",3,3
2025WSHP7776,9/27/2025,20:50:18,Sales,Unibots,Delhi,0,15000,26,26 October 2025,Graduate,Quality Assurance/Quality Control (QA/QC),Certificate,1,1
2025WSHP7777,9/21/2025,15:01:47,Tech,Educase India,Work from home,5000,7000,26,17 October 2025,Unknown,"Analytical Thinking, Attention to Detail, Data Structures, Manual Testing, Smoke Testing, Software Development Life Cycle (SDLC), Software Testing, STLC",Certificate,8,1
2025WSHP7778,9/21/2025,15:52:36,Tech,NayePankh Foundation,Work from home,0,0,1,2 October 2025,Unknown,HTML,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",1,4
2025WSHP7779,9/27/2025,22:20:35,Tech,Tisteps Private Limited,Chennai,20000,30000,26,15 October 2025,Unknown,"AngularJS, Bubble.io, CSS, HTML, JavaScript, MongoDB, MySQL, Node.js","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week",8,4
2025WSHP7780,9/28/2025,9:59:57,Sales,Farmdidi,Pune,10000,10001,13,9 October 2025,Post-Graduate,"Accounting, Bank Reconciliation, GST, Zoho Books","Certificate, Flexible",4,2
2025WSHP7781,9/21/2025,14:47:22,Others,ADORE,Work from home,0,0,13,21 October 2025,Other,English Proficiency (Spoken),"Certificate, Flexible",1,2
2025WSHP7782,9/27/2025,20:50:09,Exclude,Pawzz,Delhi,5500,20000,9,24 October 2025,Unknown,"Business Development, Collaboration, Community Management, Coordination, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Leadership","Certificate, Flexible, Letter Of Recommendation",8,3
2025WSHP7783,9/21/2025,14:47:55,Tech,Jankalyan Multipurpose Education Society,Work from home,0,0,1,20 October 2025,Unknown,English Proficiency (Spoken),"Certificate, Flexible, Letter Of Recommendation",1,3
2025WSHP7784,9/28/2025,9:48:09,Exclude,Unknown,Not Available,0,0,0,Unknown,Unknown,Unknown,Unknown,0,0
2025WSHP7785,9/21/2025,16:14:59,Creative,Techcanvass,Work from home,0,10000,26,Unknown,Unknown,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Animation, Final Cut Pro, Video Editing, Video Making",Certificate,7,1
